id,text,human_label_1,human_label_2,adjudicated_label,note
1362848,"标题：流感疫苗打上✅ ​@鹿宝妈妈  菜  @鹿宝妈妈_  微博视频号 @鹿宝妈妈_ 一#化孩造证限
正文：流感疫苗打上✅ ​@鹿宝妈妈  菜  @鹿宝妈妈_  微博视频号 @鹿宝妈妈_ 一#化孩造证限",,,,
1117089,"标题：前天晚上还跟我家婆聊天说我儿子身体体质越来越好了少生病了，没想到昨天早上五点钟儿子醒来就说想吐肚子痛。我以为他吐出来后就会有好转，就给他揉揉肚子，揉完了还拿来热水袋给他敷敷肚子。结果肚子不痛了就还老是
正文：前天晚上还跟我家婆聊天说我儿子身体体质越来越好了少生病了，没想到昨天早上五点钟儿子醒来就说想吐肚子痛。我以为他吐出来后就会有好转，就给他揉揉肚子，揉完了还拿来热水袋给他敷敷肚子。结果肚子不痛了就还老是想吐。天亮了赶紧带他去医院看医生。医生说是吃凉的东西太多了引起的，医生不说我还以为是甲流呢！现在到处都是感染甲流病毒的人。想想医生说的话，儿子最近确实是吃的水果比较多，他爸爸同事家种橘子和柚子，送了我们好多的橘子和柚子还有猕猴桃。儿子又比较爱吃水果，刚好这些水果又可能都是凉性的吧！吃得多了就肚子痛想吐了。目前也不知道医生说的对不对，因为吃了药了一直到晚上的时候儿子都还是说想吐吐不出来，肚子也是有时痛有时好的，精神状态一直也还算可以，没觉得有好转。今天看看会不会好转，如果还是不好就要换个医院换个医生看看了。小孩生病看的真的是太遭罪，太心疼了。早之前的十月，十一月份后悔没有打流感疫苗了。[OCR_O][IMG0]头杀@螺臻百货店[BR]",,,,
1401351,"标题：勿带病上学！
正文：天气越来越冷 流感病毒正瞄准机会“乘虚而入” 近期全国已经进入流感高发期 广东疾控、中山市卫生健康局提醒 校园作为人员密集场所 科学防控流感尤为重要 严把入口关 学校和托幼机构要认真落实晨（午）检、因病缺勤及病因登记追踪制度，及时发现有流感样症状的人员，做到流感疫情的早发现、早报告、早处置。 *关键提示：师生员工不得带病上学上班。 规范应急处置 发现症状立即行动 当发现学生发热时，应让患病学生佩戴好口罩后转移至学校隔离观察室或校医室，并通知家长接回学生。 异常增多快速上报 学校发现发热、咳嗽或咽痛等症状的学生异常增多时，应尽快向当地社区卫生服务中心或疾控中心报告，配合开展调查和处置工作。 加强通风和清洁消毒 加强通风：每日至少通风2-3次，每次不少于30分钟，保持室内空气流通。优先采用开窗通风，通风不足的场所应加装机械通风设备。 做好清洁消毒：可选择500mg/L含氯消毒剂，对课桌椅、门把手、开关等高频接触的物表擦拭消毒。在无人条件下使用紫外线灯照射消毒，每日1次，每次30-60分钟。 避免组织大型活动 学校在疫情期间避免组织大型活动，减少混班教学。 明确复课标准 退烧≠痊愈≠可复课！ 学校流感病例复课条件为：体温恢复正常、其他流感样症状消失2天；或发病后7天。避免病毒“伪装者”引发二次传播！ 做好个人防护 每个人都是“健康第一责任人” 提高防病意识 养成良好卫生习惯 是预防流感的关键 接种疫苗 每年接种流感疫苗是预防流感最有效的手段，可以显著降低接种者发生严重并发症的风险。建议市民尤其是老年人、儿童、慢性病患者、中小学校学生等人群，及时预约接种新一季的流感疫苗。 勤洗手 用肥皂或洗手液和流动水清洗双手。 注意咳嗽礼仪 在咳嗽或打喷嚏时，尽量避开人群，用纸巾或屈肘遮住口鼻，防止唾液飞溅。 科学佩戴口罩 在流感流行季节，60岁及以上老人、5岁以下儿童、孕妇以及患有基础性疾病的患者等，尽量避免去人群聚集场所，如必须前往，应佩戴口罩。 强身健体 均衡饮食、充足睡眠、适量运动，提升全家免疫力，让流感不敢靠近！ -End- 编　辑：张泳瑜 责　编：陈永成  吴秋群 编　审：陈向荣 来   源：中山发布 长按二维码关注我们让安全头盔 都是合格骑士 X 交安出 创文明城市做文明市民说文明话 明通全行 办文明事做文明人建文明城 中山公安交警·南龙社区党群服务中心  虚弱  C  生活垃圾分类 MSWCLASSIFICATION 践行新时尚分类志愿行 第二届全国城市生活垃圾分类宣传周 中山市生活垃圾分类工作领导小组办公室南龙社区党群服务中心  推行林长制 共建绿美三乡 三乡镇林长办  广东省林业局 保护林业 植物新品种 “4·26”世界知识产权日 保护植物新品种 1 保护林业知识产权  上安全头盔 都是合格骑士 口 WXO 交安出 创文明城市做文明市民说文明话 明通全行 办文明事做文明人健文明城 中山公安交警  打流感疫苗 勤洗手 注意咳嗽礼仪 戴口罩 强身健体  南龙社区  南龙社区 公众号·南龙社区党群服务中心  联 南龙社区党群服务中心  生活垃圾分类 MSWCLASSIFICATION 践行新时尚分类志愿行 第二届全国城市生活垃圾分类宣传周 中山市生活垃圾分类工作领导小组办公室  推行林长制 共建绿美三乡  遵守安全生产法 当好第一责任人 一一中山市应急管理局宣 5 公众号·南龙社区党群服务中心  1 E 公众号·南力南龙社区费群服务中心  广东省林业局 保护林业 植物新品种 “4·26”t 世界知识产权日 保护植物新品种 保护林业知识产权 公众号·南龙社区党群服务中心  遵守安全生产法 当好第一责任人 一一中山市应急管理局宣  打流感疫苗 勤洗手 戴口罩",,,,
728553,"标题：安排上吧！总得比不打强吧，预防大于治疗#平平安安健健康康的
正文：安排上吧！总得比不打强吧，预防大于治疗#平平安安健健康康的[OCR_0]  日期:2023-03-18 别:女 用法:每次0.5m1+1天 年龄:7岁 临床诊断:预防性免疫治疗 1四价流感疫苗(大)(0.5m1) Rp: 项城市城郊乡卫生院处方 单、调配 医保 住址:项城 费别:自费 格对、发药: 姓名 科别 笺 医师(签字/袭章):张商萌",,,,
319930,"标题：又欠了人情哦 不管怎么样 勇敢打了第一针 手臂真的有点疼[doge] 希望今年抵抗力可以很好吧 好像流感疫苗打不了了[doge] ​所价 人她头痛病毒疫革 (本条本号 Recombinan
正文：又欠了人情哦 不管怎么样 勇敢打了第一针 手臂真的有点疼[doge] 希望今年抵抗力可以很好吧 好像流感疫苗打不了了[doge] ​[IMG0]所价 人她头痛病毒疫革 (本条本号 Recombinant Hurman Papiornavirus 9-Valert (Types 6, 11, 16, 18, 31, 33, 45, 52, 58) Vaccine SS 人 佳达修“9 。” GARDAst9 GE 入内全 轨wsp 和砚瑟区痪姜杰亚首 《(权0人 2 am 四[BR][IMG1]中国移动 4G 14:58 包 支付成功 盛泽社区卫生服务中心 1318.00 出 如[BR][IMG2]预防接种处方单           受种者 吴妙林 性别: 。 女 身份证号:220584199801125920 疫苗名和 齐次 规格 生产企业 E ] 1 [1 虽东 1296.o哆 合计金额;1298. 00元〈合: 服务费0. 00元，储运费0. 00元) 由费: 今日预咏接种记录单 疫苗名称 齐次 需格 批引 生产企业 拉种日类 3WHPy抱苗 1 习a1 ooase 到让东 202m05-a0 奖种医生签名， 后续接种告知单 次 可种日其 区才价 2 202007-33 12g8 0 s 202012-0l 1298.o0[BR]",,,,
939351,"标题：[相爱] ​​YOU PAIN CAN'T BUT IWON'T TAKE MY LITIT YOUTH TURNINTO AWAY HATE 》@已注射抗流感疫苗谢谢[BR
正文：[相爱] ​​[OCR_O][IMG0]YOU PAIN CAN'T BUT IWON'T TAKE MY LITIT YOUTH TURNINTO AWAY HATE 》@已注射抗流感疫苗谢谢[BR]",,,,
1437135,"标题：#奶酪lovenine[超话]# 最近身边好多人“中招”流感，鼻塞咳嗽太难受了！整理了超全防护小知识，大人小孩都能用😃 √ 最硬核防护：打疫苗 每年接种流感疫苗是“王炸”级预防！尤其是老人、小孩、免
正文：#奶酪lovenine[超话]# 最近身边好多人“中招”流感，鼻塞咳嗽太难受了！整理了超全防护小知识，大人小孩都能用😃 √ 最硬核防护：打疫苗 每年接种流感疫苗是“王炸”级预防！尤其是老人、小孩、免疫力弱的宝子，尽早安排上~ 日常防护这几点要记牢 1. 勤洗手+少摸脸 碰了公共物品（门把手、电梯键）一定要用肥皂/洗手液洗手，别用脏手揉眼睛、抠鼻子！ 2. 咳嗽礼仪要做好 打喷嚏/咳嗽时，用纸巾捂住口鼻（用完立刻扔），没纸巾就用手肘挡，别对着人喷~ 3. 戴口罩+保持距离 地铁、商场这些人多的地方，口罩焊在脸上！和别人保持1米以上距离更安全~ 4. 家里要“通气”+“消毒” 每天开窗通风2次（每次至少30分钟），手机、遥控器这些常碰的地方，记得用消毒湿巾擦一擦~ √中招了别硬扛！ 要是突然发烧、浑身酸痛、咳嗽不停，别拖着！及时去医院，在家好好休息，别传染给家人~ 最后提醒：多吃蔬菜多喝水，睡够觉、适量运动，免疫力up才是最好的“防护盾”/肌肉",,,,
22599,"标题：天冷了孩子总咳嗽？这九点建议一定能帮到你！
正文：丁妈说转眼明天就是冬至了。气温真的是越来越低了，不少家长私信丁妈：宝宝老爱咳嗽，是出门还是不出门？出门，室外是干冷的空气；不出门，室内是螨虫和浮尘。无论哪一种，都可能会诱发咳喘。但是，宝宝对于冬天的好奇心是无法被阻止的，哪怕你前一秒让他安安静静地坐着，一不留神，他就又溜出去了，万一这时又开始咳嗽，爸爸妈妈又不在身边，该如何是好？所以，如何让爱咳嗽的孩子们舒服地度过寒冬是个技术活儿，今天，贴心的丁妈，就给家长们总结了如下 9 个过冬建议。1. 勤洗手这应该是最简单有效的办法了。孩子们那双不怎么干净的手上很可能积攒了大量的病毒和细菌，这些病原体如果找到机会攻入孩子的呼吸道，容易造成感染。所以，在这个呼吸道感染易发的季节，手的卫生显得尤为重要，因为任何呼吸道的感染对于孩子来说，都是一个巨大的威胁。2. 来一针流感疫苗冬天，流感高发，人人都可能是「受害者」，尤其是像学校或者游乐场这样「人丁兴旺」的地方，孩子们更容易受到流感的攻击。毕竟，无论是学校还是游乐场，都是孩子经常会去的地方。就像上面说的，流感也是呼吸道感染，会引起咳嗽，甚至哮喘发作。而且，流感不仅比普通感染传染性更强，也更严重。所以，如果担心流感的这种「继发性攻击」，可以先来一针，稍作预防。3. 多通风想象得出，在冬天那些寒冷的日子里，每个人家中都肯定是温暖舒适的。那么问题来了：你准备把家里这点热气攒多长时间？为了避免室内的空气过于「污浊」，建议常常开窗透气，这样不仅能够减低室内细菌病毒等病原体的密度，还能带走一些悬浮在空气中的灰尘，给哮喘的孩子一个相对清洁的室内环境。但是——这里有个矛盾点，如果贸然开窗，窗外干冷的空气会一拥而入，这种冷空气的刺激也是哮喘发作的一个诱因。所以，建议大家在孩子外出的时候再进行开窗透气。4. 让家里面空气潮湿一些冬天就是容易这个样子，外面干冷，家里干热。虽然皮肤感觉很爽，事实上是，只要「干」，就对呼吸道不好，因为我们的呼吸道是温暖湿润的，太干的话会刺激到柔嫩的气管，引发咳嗽或气喘，然后哮喘就来了。可以在干热的家里放一盆水。当然，这属于传统做法，比较现代的做法就是用加湿器，如果有湿度计的话，可以试着把家里的湿度调到 50% RH 左右，那应该是很舒服的。5. 除尘除螨有哮喘孩子的家庭，在冬天这个大多数时间待在室内的季节，保持家里的清洁尤其重要，灰尘和螨虫这种过敏原，自然越少越好。1. 对于悬在空气中的浮尘和螨虫，可以通过「通风透气」来循环掉；2. 对于地上的污垢，尽量不要去扫，免得扬起一屋子的灰，可以试试用吸尘器或者用拖把拖干净。千万别忘了孩子的被褥和枕头，这种地方非常容易集合起一支「螨虫大军」。这个问题也很容易解决，首先要保证被褥的经常换洗，其次是在艳阳高照的天气把这几件套都拎出去晒晒，紫外线可是对付螨虫的「大面积杀伤性武器」。6. 尽量用鼻子呼吸有时，在难受的时候，用嘴呼吸确实比较痛快，但用鼻子呼吸才是呼吸的正确打开方式。鼻子除了修饰五官以外，其实是有大用处的，经鼻腔进行呼吸就是其中非常重要的一个功能，由鼻腔吸进的空气首先会被鼻毛过滤一次，然后在鼻腔内进行一小部分的加热、湿化，为进入更深处的气道做准备，这样当空气进入气管的时候，就没有那么刺激了。所以，闭上嘴，尽量用鼻子呼吸。当然，还可以戴一个温暖、但必须干净的口罩。7. 尽量在室内活动这一点对孩子来说似乎很难做到，尤其是在下雪的时候。当室外的温度过低（比如零下）的时候，空气往往是又干又冷，这种干冷的空气会很容易刺激呼吸道，让气管收缩、痉挛，诱发哮喘。所以，如果一定要出去玩的话，建议在午后比较温暖的时候外出。8. 室外活动前要热身让孩子去室外活动之前，先在家里活动 20 分钟，让身子热起来。根据最近的一项研究，哮喘患者热身后再活动能更快恢复正常状态，在活动时也会有更好的肺功能。这一点其实在什么季节都有效，但人家研究人员特别加了一句「尤其是在冬天」。有些专家还建议在出门活动之前先服用哮喘的治疗药物或者先吸一口喷雾，其实这点还是可以根据每个孩子的活动量和个人体质来灵活安排的。9. 全家禁烟烟草对于呼吸道的极端影响大家早就已经不陌生了，香烟燃烧的烟雾中多种有害物质都会刺激气管使其痉挛，引发哮喘。尤其是在这个通风不足的季节，一旦在家里抽烟，烟雾将「绕梁三日」，很难彻底排出去，对这种情况，最好的解决办法就是全家禁烟！（实在禁不了的话，最起码要把吸烟者拉去室外再抽吧。）以上这 9 点就是对于家有哮喘娃的过冬建议，价廉物美，世界标配。但是，这些生活中的小技巧都绝不能代替药物治疗和哮喘发作时的正规医疗手段。所以，如果孩子出现难以控制的哮喘发作，必须及时就医！必须及时就医！必须及时就医！（嗯，重要的事情要多说几遍）冬天宝宝咳嗽、咳喘频繁？扫描二维码，专业儿科医生给你靠谱的建议~责任编辑：胭脂 / 堇俞图片来源：123rf.com.cn 正版图片库转载需经授权并注明来源，侵权必究",,,,
249649,"标题：终于让我打上流感疫苗了[二哈]希望狗子也早点等到流感疫苗 拒绝感冒发烧[亲亲]
正文：终于让我打上流感疫苗了[二哈]希望狗子也早点等到流感疫苗 拒绝感冒发烧[亲亲]",,,,
52567,"标题：@疫苗与科学 上午带孩子去接种流感疫苗，第二年接种了，还是要分两次接种[二哈]去年巴斯德61元/次，今年换科兴了25元？服务费要27[费解][费解] 坐标武汉，科兴介么廉价？ ​​​
正文：@疫苗与科学 上午带孩子去接种流感疫苗，第二年接种了，还是要分两次接种[二哈]去年巴斯德61元/次，今年换科兴了25元？服务费要27[费解][费解] 坐标武汉，科兴介么廉价？ ​​​",,,,
1608634,"标题：医生坦言：流感总绕着走的人，靠的是6道防线，你占几个
正文：办公室里，咳嗽声此起彼伏，像是一首永远不会终结的冬季交响乐。 每个人都顶着一对熊猫眼，桌上堆满了感冒药和纸巾。 只有角落里的老李，像个没事人一样，气定神闲地在冲一杯茶。 整个冬天，病毒好像都绕着他走。 这真的让人有点不平衡。 我偷偷观察过他，想找出点什么秘密。 他的午餐总是很简单，要么是一个硕大的西红柿，要么就是几根胡萝卜。 从没见过他抽烟。 别人为项目焦头烂额的时候，他顶多就是站起来伸个懒腰。 听说他睡得特别沉，雷打不动。 更奇怪的是，有次大家聊起体检，他说医生都觉得他的肠道菌群健康得像教科书。 这到底是怎么回事，难道他身体里藏着什么不为人知的基因密码，能提前预警病毒，让它们还没进门就被一脚踹出去？ 001 我们的身体，其实就像一座城池，而呼吸道就是最外层的城墙。 病毒大军兵临城下，第一关就得攻破这里。 老李那座城的墙，看起来就特别结实。 那层保护我们呼吸道的黏膜，需要维生素A和维生素C来维护，少了它们，墙体就会变得脆弱，处处都是漏洞。 老李啃的那些胡萝卜和西红柿，恰好就是这两种维生素的超级补给站。 而香烟里的那些有害玩意儿，简直就是拆墙的工兵，一根接一根，再厚的墙也给你拆成废墟。 老李不抽烟，等于每天都在给自己的城墙做保养，不给病毒留下一丝可乘之机。 这道防线，看不见摸不着，却实实在在，挡住了第一波最猛烈的攻击。 002 当然了，光有结实的城墙还不够。 有时候敌人太狡猾，总有那么一两个能溜进来。 这时候，就需要城里的军队出动了。 只不过，这支军队不能是瞎打一气的莽夫。 我们很多人，免疫力一启动，就像疯了一样，不分敌我一顿乱砍，结果病毒没干掉多少，自己家里先被砸得稀巴烂。 医学上管这个叫细胞因子风暴，甲流的很多重症，就是这么来的。 老李身体里的军队，像个经验老道的老将军。 德国图宾根大学的科学家们就发现，睡得好的人，身体里的T细胞战斗力特别强，它们能精准识别出被病毒感染的细胞，然后一击致命，绝不拖泥带 вода。 而长期睡不好，或者压力山大，身体里的压力激素就会飙升，这玩意儿一多，免疫军队就跟没吃饭一样，蔫了吧唧，根本没法打仗。 老李那种到点就睡，天塌下来也得先睡醒再说的状态，其实就是在给他的将军养精蓄锐。 003 但事情还没这么简单。 你可能想不到，这场发生在呼吸道的战争，它的后勤补给基地，竟然远在千里之外的肠道。 听起来很玄乎，但这几年有个叫肠，肺轴的理论，算是把这事给说透了。 肠道里住着数万亿的细菌，有好有坏。 那些好细菌，就像是后勤兵工厂，它们能生产出一种叫短链脂肪酸的物质。 这些物质通过血液，一路跑到肺里，告诉肺部的免疫系统，什么时候该打，什么时候该停，别反应过度。 老李的饮食习惯，粗粮、蔬菜、酸奶，全是好细菌最喜欢的食物。 而我们这些天天靠外卖续命的人，肠道里乱七八糟，坏细菌占了上风，后勤基地都起火了，前线自然也就守不住了。 004 说到这里，似乎一切都是后天养成的。 可有些东西，还真是老天爷赏饭吃。 就在2024年，有项研究发现，一些人天生就带有一种特别的HLA基因亚型。 这东西就像是身体里自带的超清雷达。 甲流病毒刚一靠近，普通人的雷达可能还没反应过来，他们的雷达就已经警报大作，免疫系统瞬间就进入了战斗状态。 比别人早了半拍，这半拍的时间，就足以决定战争的走向。 病毒还没来得及安营扎寨，就被全歼了。 这大概就是那种，你不得不承认的，一点点天生的运气。 005 可就算没有这种天赋，多数人还是有机会的。 因为我们还有最后一道，也是最主动的一道防线。 那就是对你自己身体的感知。 老李这个人，对自己身体的小信号特别敏感。 早上起来觉得嗓子有点干，他今天肯定就不会去人多的地方吃饭了。 感觉有点累，下午的会能推就推了。 他不是硬撑着的那种人。 这就像一个有经验的船长，海面上刚起一点小风，他就知道要调整船帆了。 而我们很多人，非得等到狂风暴雨来了，才手忙脚乱地去找救生衣。 病毒的复制需要时间，在它刚刚冒头的时候，多喝点水，多睡一会，让免疫系统缓口气，可能就把一场大病给压下去了。 006 说到底，疫苗这东西还是绕不开。 老李每年都是最早去打甲流疫苗的那批人。 很多人总觉得，打了疫苗不也可能得吗。 确实，疫苗不是金钟罩铁布衫，不能保证百分之百不被感染。 但它能做到的，是让你的军队提前演习一次，熟悉一下敌人的样子。 这样一来，真等病毒来了，军队就不会被打个措手不及。 就算最后还是感染了，症状也会轻得多，住院的风险更是大大降低。 尤其是像今年流行的H3N2亚型，来势汹汹，对老人和孩子特别不友好。 在这种时候，给身体多加一层盔甲，总是没错的。 其实，哪有什么天生的百毒不侵。 老李的那些习惯，听起来都平平无奇，无非就是早点睡，好好吃饭，放宽心，对自己的身体上点心。 可就是这些最朴素的东西，一天天，一年年地积累下来，才给他筑起了一道别人看不见的坚固防线。 病毒很狡猾，但它也怕这种有耐心的人。 你的生活习惯，才是它最难攻破的堡垒。 信息来源： 临床肺科杂志 中华预防医学杂志 中国微生态学杂志#",,,,
1374064,"标题：好老龚GDP的微博视频
正文：麻蛋，我的乖乖被同学传染了，病毒性感冒，往年我婆婆都带乖乖去打流感疫苗，每年流感疫苗还特别紧俏，有时候还要找人才能打上，今年因为我婆婆照顾姥爷跑前跑后忙一直没顾上带乖乖打流感疫苗，我觉得老人小孩打疫苗是最有效的预防，根本就是提高自身免疫力。 预防冬季感冒，接种流感疫苗是核心且有是流感疫苗  888 是流感疫苗  888 里面含有一定量的流感病毒  888 里面含有一定量的流感病毒  888 不过这些流感病毒  88 要么是被打残的  7 要么就是GG的",,,,
925367,"标题：明年我一定要带全家打流感疫苗 ​​
正文：明年我一定要带全家打流感疫苗 ​​",,,,
1392077,"标题：守护小萌芽！幼儿园流感防控指南，请查收！
正文：点击上方蓝字关注我们 近期气温骤降，流感进入高发期。最近幼儿园里的“小感冒”也多了起来。但很多家长分不清，孩子到底是普通感冒还是流感？别慌，这份超实用的流感防控指南，帮您科学守护宝贝健康！ 一、先搞懂：流感≠普通感冒，别混淆！ 很多家长觉得“流感就是重感冒”，其实两者区别很大，护理和应对方式也不同： 传染病预防 二、流感怎么传？摸清“源头”好防范 1.传染源：主要是流感患者，发病前1天到痊愈后5天，都可能传播病毒；部分无症状感染者也会悄悄带毒。 2.传播途径： • 飞沫传播：咳嗽、打喷嚏时的飞沫，被宝贝吸入就可能感染； • 接触传播：摸了被病毒污染的玩具、门把手、毛巾后，再揉眼睛、摸鼻子，病毒就会“找上门”。 三、2个“防护小技巧”，教宝贝学会自我保护 1. 七步洗手法，病毒“冲光光” 传染病预防 提醒：饭前便后、玩完玩具、入园离园后，都要认真洗20秒以上哦！ 2. 正确打喷嚏，不做“病毒发射器” 传染病预防 教宝贝记住：“用肘捂，不甩手” 打喷嚏或咳嗽时，别用手捂（手会沾病毒，摸哪里传哪里），而是用胳膊肘内侧遮挡，打完及时洗手。 四、家园配合！这5点预防措施要做好 1. 及时接种流感疫苗：这是最有效的预防方式，建议每年9-11月（流感季前）带宝贝接种。 传染病预防 2. 少去人群密集地：流感季尽量避免带宝贝去商场、游乐场等密闭拥挤的地方，减少接触病毒的机会。 传染病预防 3. 保持园内、家里及时通风：幼儿园会定时开窗通风，家里也要每天开窗2-3次，每次30分钟以上，稀释室内病毒。 传染病预防 4. 注意饮食和作息：让宝贝多吃蔬菜、水果，保证充足睡眠（3-6岁宝贝每天睡10-11小时），增强抵抗力。 传染病预防 5. 生病及时居家休息：如果宝贝出现发烧、咳嗽、精神差等症状，一定要及时就医，确诊流感后需居家隔离至痊愈（一般退烧后症状消失48小时），避免传染给其他小朋友。 传染病预防 温馨提示 流感并不可怕，关键在“早预防、早发现、早护理”。接下来的日子，让我们家园携手，用细心和耐心为宝贝们筑起一道“健康防护墙”，让他们在幼儿园里快乐玩耍、健康成长！ 扫码关注 供稿：保健室 制作：韩莹 审核：办公室生病时： 居家休息是首选 避免交叉感染 公众号·北京市通州区郭县中心幼儿园  传染病流行期不前往人群聚集场所 苏CS 避免前往 选择开阔地 减少 保持 聚集 距离 公众号·北京市通州区郭县中心幼儿 元  感冒vs流感 病症差异对比 感冒 流感 发热程度悬殊：普通 发热程度悬殊：流感常 感冒体温多在38℃以 突发高热超39℃，且高 下，持续1-2天 热状态可持续3-5天 症状急缓不同：普通 症状急缓不同：流感发 感冒渐进出现鼻塞 病急骤，伴随全身酸 轻咳 痛、乏力，甚至头痛欲 裂、畏寒寒战 病程周期有别：普通 症状急缓不同：流感若 感冒3-7天可自愈 不干预，症状持续时间 长，还可能引发肺炎、 心肌炎等并发症  多通 风 郭县中心幼儿  感冒vs流感 病症差异对比 感冒 流感 发热程度悬殊：普通 发热程度悬殊：流感常 感冒体温多在38℃以 突发高热超39℃，且高 下，持续1-2天 热状态可持续3-5天 症状急缓不同：普通 症状急缓不同：流感发 感冒渐进出现鼻塞 病急骤，伴随全身酸 轻咳 痛、乏力，甚至头痛欲 裂、畏寒寒战 病程周期有别：普通 症状急缓不同：流感若 感冒3-7天可自愈 不干预，症状持续时间 长，还可能引发肺炎、 心肌炎等并发症 公众号·北京市通州区县中心幼儿园  正确打喷嚏的方法 m 1  七步洗手法 4 替揉搓 手腕交 公众号·北京市通州区郭县中心幼儿园  最有效 防线 众号 北京市通州区郭县中心幼儿园  七步洗手法 4 替揉搓 手腕交  家庭早餐 均衡饮食 每天睡10-11小时，早睡早起身体好  家庭早餐 均衡饮食 每天睡10-11小时，早睡早起身体好  最有效 防线  传染病流行期不前往人群聚集场所 CSE 避免前往 选择开阔地 减少 保持 聚集 距离  生病时： 居家休息是首选 避免交叉感染  正确打喷嚏的方法 ® 1 m 三 公众号·北京市通州区郭县中心幼儿园  多通风",,,,
212411,"标题：假期打卡day34假期嗖嗖，过的好快假期余额要做的事情是幼儿园体检，半年一次的牙齿保健，还有流感疫苗[允悲]今天还报名了一个艺术班，嗯，以后带娃有事干了[嘻嘻]越到最后反而没有那么焦虑了，嗯嗯，对了，
正文：假期打卡day34假期嗖嗖，过的好快假期余额要做的事情是幼儿园体检，半年一次的牙齿保健，还有流感疫苗[允悲]今天还报名了一个艺术班，嗯，以后带娃有事干了[嘻嘻]越到最后反而没有那么焦虑了，嗯嗯，对了，今天幼儿园老师跟我联系过了，也许看出了我的焦虑，言语中充满了对孩子的热爱以及委婉的劝慰[偷笑]每天多一点正能量，事已至此，只能往前看，前路未知，或有期待，会有美好，充满希望的生活总好过埋怨生活，否则错过美好[可爱]嗯嗯，期待我的正能量爆发，期待Annie喜欢上幼儿园，学会分享，变得更加善良，学会与小朋友沟通，期待艺术课能让Annie更开朗活泼可爱[爱你]",,,,
1556725,砸锅卖铁也得给娃安排的自费疫苗，新手爸妈抄作业就行啦。#自费疫苗 #打疫苗 #家长必读 #流感 #打防疫针的小盆友,,,,
252378,"标题：今天的主要任务，一家人整整齐齐打流感疫苗。儿子打得进口巴斯德三价，少了一桩心事！自从生了孩子，最不愿意听到的一件事就是，某某疫苗断货！前面的五连也是，打完第一支就开始断货，第二针推迟了半个多月，听到有
正文：今天的主要任务，一家人整整齐齐打流感疫苗。儿子打得进口巴斯德三价，少了一桩心事！自从生了孩子，最不愿意听到的一件事就是，某某疫苗断货！前面的五连也是，打完第一支就开始断货，第二针推迟了半个多月，听到有货了马上把二到四剂全部买好存在妇幼，之后没过多久就全面断货并且持续了将近一年，心中暗自庆幸。",,,,
1031646,"标题：早上去给女子流感疫苗打了
正文：早上去给女子流感疫苗打了[OCR_O]  康",,,,
131781,"标题：【家长先稳住！关于问题疫苗，恩平疾控回应了！】就家长关心的广东省目前有关疫苗的情况，恩平市疾控中心回应称，恩平未采购使用长春长生生产的批号为201605014-01无细胞百白破疫苗和武汉生物所生产的批
正文：【家长先稳住！关于问题疫苗，恩平疾控回应了！】就家长关心的广东省目前有关疫苗的情况，恩平市疾控中心回应称，恩平未采购使用长春长生生产的批号为201605014-01无细胞百白破疫苗和武汉生物所生产的批号为201607050-2无细胞百白破疫苗，请大家不要恐慌。另外，接种疫苗仍然是预防疾病最经济、最直接、最有效的手段，也是每个孩子享有的权利，希望广大市民能以科学的态度看待疫苗，按时带孩子进行免疫接种。另外，特殊人群如老年人、孕妇、免疫力低下者也应优先考虑接种肺炎、流感等疫苗，以提早获得保护。 http://t.cn/RgepTdP__zhxg__【家长先稳住！关于问题疫苗，恩平疾控回应了！】就家长关心的广东省目前有关疫苗的情况，恩平市疾控中心回应称，恩平未采购使用长春长生生产的批号为201605014-01无细胞百白破疫苗和武汉生物所生产的批号为201607050-2无细胞百白破疫苗，请大家不要恐慌。另外，接种疫苗仍然是预防疾病最经济、最直接、最有效的手段，也是每个孩子享有的权利，希望广大市民能以科学的态度看待疫苗，按时带孩子进行免疫接种。另外，特殊人群如老年人、孕妇、免疫力低下者也应优先考虑接种肺炎、流感等疫苗，以提早获得保护。 http://t.cn/RgepTdP",,,,
